Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,Year,ERW,TSI_Both_Mskd,Above_TSI_Both_Rate
Missing Special Ed,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Title1,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Title1,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,615.0,598.0,578.0,1213.0,<550,<350,62.2,<250,72.3,2015,,,
Missing Title1,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""1""",,"=""0""",,2015,,,
At Risk,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,539.0,523.0,515.0,1062.0,"=""65""","=""30""",46.2,"=""12""",40.0,2015,,,
Not At Risk,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,623.0,605.0,584.0,1228.0,"=""469""","=""302""",64.4,"=""228""",75.5,2015,,,
Missing At Risk,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""1""",,"=""0""",,2015,,,
LEP/ELL,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not LEP/ELL,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,615.0,598.0,578.0,1213.0,<550,<350,62.6,<250,72.3,2015,,,
Missing LEP/ELL,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""1""",,"=""0""",,2015,,,
Immigrant,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,,2015,,,
Not Immigrant,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,615.0,599.0,579.0,1214.0,<550,<350,62.1,<250,72.5,2015,,,
Missing Immigrant,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""1""",,"=""0""",,2015,,,
Migrant,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Migrant,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,615.0,598.0,578.0,1213.0,<550,<350,62.2,<250,72.3,2015,,,
Missing Migrant,"=""057911""",Highland Park ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""1""",,"=""0""",,2015,,,
All Students,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,433.0,406.0,397.0,840.0,"=""2137""","=""1761""",82.4,"=""149""",8.5,2015,,,
African American,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,412.0,401.0,388.0,813.0,"=""282""","=""239""",84.8,"=""18""",7.5,2015,,,
American Indian,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,424.0,425.0,869.0,<25,<25,71.4,<25,10.0,2015,,,
Asian,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,491.0,451.0,438.0,942.0,"=""93""","=""85""",91.4,"=""16""",18.8,2015,,,
Hispanic,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,424.0,393.0,388.0,817.0,"=""1452""","=""1177""",81.1,"=""62""",5.3,2015,,,
Pacific Islander,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,455.0,450.0,425.0,905.0,<25,<25,66.7,<25,,2015,,,
White,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,479.0,460.0,434.0,939.0,"=""268""","=""231""",86.2,"=""51""",22.1,2015,,,
Multiracial,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,439.0,430.0,403.0,869.0,<50,<25,64.0,<25,6.3,2015,,,
Missing Ethnicity,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""1""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,426.0,397.0,390.0,823.0,"=""1355""","=""1144""",84.4,"=""72""",6.3,2015,,,
Not Economically Disadvantaged,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,447.0,423.0,409.0,870.0,"=""771""","=""611""",79.2,"=""77""",12.6,2015,,,
Missing Econ,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
Female,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,427.0,408.0,406.0,835.0,"=""1096""","=""922""",84.1,"=""77""",8.4,2015,,,
Male,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,440.0,404.0,387.0,844.0,"=""1041""","=""839""",80.6,"=""72""",8.6,2015,,,
Missing Gender,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,363.0,317.0,315.0,681.0,<225,<175,79.8,<25,,2015,,,
Not Bil/ESL,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,440.0,415.0,405.0,856.0,<1925,<1600,82.8,<150,9.4,2015,,,
Missing Bil/ESL,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
CTE,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,437.0,409.0,399.0,846.0,"=""935""","=""815""",87.2,"=""63""",7.7,2015,,,
Not CTE,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,430.0,404.0,396.0,835.0,"=""1191""","=""940""",78.9,"=""86""",9.1,2015,,,
Missing CTE,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
Gifted,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,553.0,523.0,503.0,1076.0,"=""243""","=""239""",98.4,"=""103""",43.1,2015,,,
Not Gifted,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,414.0,388.0,380.0,802.0,"=""1883""","=""1516""",80.5,"=""46""",3.0,2015,,,
Missing Gifted,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
Special Ed,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,311.0,300.0,284.0,611.0,<175,<75,41.3,<25,,2015,,,
Not Special Ed,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,438.0,410.0,401.0,848.0,<2000,<1700,85.7,<150,8.8,2015,,,
Missing Special Ed,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
Title1,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,416.0,384.0,386.0,800.0,<75,<50,68.4,<25,5.1,2015,,,
Not Title1,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,434.0,407.0,397.0,841.0,<2075,<1725,82.9,<150,8.6,2015,,,
Missing Title1,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
At Risk,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,370.0,363.0,769.0,"=""1350""","=""1091""",80.8,"=""30""",2.7,2015,,,
Not At Risk,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,490.0,468.0,455.0,958.0,"=""776""","=""654""",84.3,"=""119""",18.2,2015,,,
Missing At Risk,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,403.0,379.0,368.0,782.0,"=""11""","=""16""",,"=""0""",,2015,,,
LEP/ELL,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,363.0,318.0,314.0,681.0,<225,<175,74.5,<25,,2015,,,
Not LEP/ELL,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,441.0,416.0,406.0,856.0,<1925,<1600,83.5,<150,9.4,2015,,,
Missing LEP/ELL,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
Immigrant,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,368.0,357.0,813.0,<50,<50,89.7,<25,3.8,2015,,,
Not Immigrant,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,433.0,407.0,398.0,840.0,<2100,<1725,82.0,<150,8.6,2015,,,
Missing Immigrant,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,403.0,379.0,368.0,782.0,"=""11""","=""16""",,"=""0""",,2015,,,
Migrant,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Migrant,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,433.0,406.0,397.0,840.0,<2150,<1775,82.5,<150,8.5,2015,,,
Missing Migrant,"=""057912""",Irving ISD,"=""057""",Dallas County,"=""10""",Richardson,400.0,393.0,400.0,793.0,"=""11""","=""6""",,"=""0""",,2015,,,
All Students,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,399.0,394.0,381.0,793.0,<375,<200,53.0,<25,0.5,2015,,,
African American,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,395.0,390.0,378.0,785.0,<325,<175,54.5,<25,0.6,2015,,,
American Indian,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Asian,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Hispanic,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,425.0,426.0,403.0,850.0,<75,<25,45.1,<25,,2015,,,
Pacific Islander,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,,2015,,,
White,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Multiracial,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Ethnicity,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,395.0,388.0,375.0,783.0,<300,<175,53.5,<25,,2015,,,
Not Economically Disadvantaged,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,410.0,414.0,399.0,824.0,<100,<50,49.4,<25,2.6,2015,,,
Missing Econ,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
Female,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,399.0,403.0,389.0,802.0,<200,<125,64.2,<25,,2015,,,
Male,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,399.0,383.0,369.0,782.0,<200,<100,42.6,<25,1.3,2015,,,
Missing Gender,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Bil/ESL,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,398.0,393.0,380.0,792.0,<375,<200,53.1,<25,0.5,2015,,,
Missing Bil/ESL,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
CTE,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,415.0,413.0,393.0,829.0,<50,<25,43.8,<25,,2015,,,
Not CTE,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,396.0,391.0,378.0,787.0,<325,<175,54.0,<25,0.6,2015,,,
Missing CTE,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
Gifted,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,438.0,457.0,425.0,896.0,<50,<50,66.7,<25,,2015,,,
Not Gifted,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,392.0,383.0,373.0,775.0,<325,<175,50.9,<25,0.6,2015,,,
Missing Gifted,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
Special Ed,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,331.0,323.0,296.0,654.0,<50,<25,34.1,<25,,2015,,,
Not Special Ed,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,404.0,399.0,386.0,803.0,<325,<200,55.0,<25,0.6,2015,,,
Missing Special Ed,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
Title1,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,398.0,393.0,380.0,792.0,<375,<200,52.6,<25,0.5,2015,,,
Not Title1,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Missing Title1,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
At Risk,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,357.0,360.0,356.0,717.0,<125,<50,41.8,<25,,2015,,,
Not At Risk,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,411.0,404.0,387.0,815.0,<275,<150,57.3,<25,0.7,2015,,,
Missing At Risk,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
LEP/ELL,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not LEP/ELL,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,398.0,393.0,380.0,792.0,<375,<200,53.1,<25,0.5,2015,,,
Missing LEP/ELL,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
Immigrant,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,100.0,<25,,2015,,,
Not Immigrant,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,399.0,394.0,380.0,792.0,<375,<200,52.5,<25,0.5,2015,,,
Missing Immigrant,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
Migrant,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
Not Migrant,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,398.0,393.0,380.0,792.0,<375,<200,52.6,<25,0.5,2015,,,
Missing Migrant,"=""057913""",Lancaster ISD,"=""057""",Dallas County,"=""10""",Richardson,445.0,500.0,485.0,945.0,"=""1""","=""2""",,"=""0""",,2015,,,
All Students,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,454.0,444.0,432.0,899.0,"=""2566""","=""1300""",50.7,"=""174""",13.4,2015,,,
African American,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,418.0,408.0,402.0,827.0,"=""726""","=""418""",57.6,"=""25""",6.0,2015,,,
American Indian,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,436.0,451.0,460.0,888.0,<25,<25,72.7,<25,,2015,,,
Asian,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,536.0,513.0,497.0,1050.0,"=""48""","=""42""",87.5,"=""17""",40.5,2015,,,
Hispanic,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,456.0,440.0,429.0,896.0,"=""1232""","=""539""",43.8,"=""60""",11.1,2015,,,
Pacific Islander,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,537.0,497.0,480.0,1033.0,<25,<25,75.0,<25,33.3,2015,,,
White,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,494.0,497.0,471.0,991.0,"=""507""","=""267""",52.7,"=""68""",25.5,2015,,,
Multiracial,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,455.0,470.0,444.0,925.0,<50,<25,60.5,<25,13.0,2015,,,
Missing Ethnicity,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Economically Disadvantaged,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,443.0,426.0,417.0,868.0,"=""1523""","=""742""",48.7,"=""65""",8.8,2015,,,
Not Economically Disadvantaged,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,470.0,470.0,451.0,940.0,"=""1030""","=""558""",54.2,"=""109""",19.5,2015,,,
Missing Econ,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
Female,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,440.0,439.0,432.0,880.0,"=""1299""","=""728""",56.0,"=""72""",9.9,2015,,,
Male,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,472.0,451.0,432.0,923.0,"=""1267""","=""572""",45.1,"=""102""",17.8,2015,,,
Missing Gender,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
Bil/ESL,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,351.0,357.0,331.0,708.0,<125,<25,21.0,<25,4.5,2015,,,
Not Bil/ESL,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,456.0,446.0,433.0,902.0,<2450,<1300,52.2,<175,13.5,2015,,,
Missing Bil/ESL,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
CTE,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,466.0,450.0,433.0,916.0,"=""462""","=""249""",53.9,"=""31""",12.4,2015,,,
Not CTE,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,452.0,443.0,431.0,895.0,"=""2091""","=""1051""",50.3,"=""143""",13.6,2015,,,
Missing CTE,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
Gifted,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,577.0,571.0,545.0,1148.0,"=""211""","=""188""",89.1,"=""120""",63.8,2015,,,
Not Gifted,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,434.0,423.0,412.0,857.0,"=""2342""","=""1112""",47.5,"=""54""",4.9,2015,,,
Missing Gifted,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
Special Ed,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,302.0,323.0,294.0,625.0,<250,<50,11.2,<25,,2015,,,
Not Special Ed,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,457.0,447.0,434.0,904.0,<2325,<1275,54.9,<175,13.7,2015,,,
Missing Special Ed,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
Title1,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,440.0,417.0,407.0,857.0,"=""481""","=""206""",42.8,"=""12""",5.8,2015,,,
Not Title1,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,457.0,450.0,436.0,907.0,"=""2072""","=""1094""",52.8,"=""162""",14.8,2015,,,
Missing Title1,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
At Risk,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,398.0,388.0,379.0,786.0,<1075,<375,33.4,<25,2.8,2015,,,
Not At Risk,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,475.0,465.0,451.0,941.0,"=""1495""","=""946""",63.3,"=""164""",17.3,2015,,,
Missing At Risk,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,,<25,,2015,,,
LEP/ELL,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,351.0,357.0,331.0,708.0,<125,<25,19.8,<25,4.5,2015,,,
Not LEP/ELL,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,456.0,446.0,433.0,902.0,<2450,<1300,52.3,<175,13.5,2015,,,
Missing LEP/ELL,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
Immigrant,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,394.0,416.0,366.0,810.0,<25,<25,50.0,<25,,2015,,,
Not Immigrant,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,455.0,445.0,432.0,899.0,<2550,<1300,50.9,<175,13.4,2015,,,
Missing Immigrant,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""1""",,"=""0""",,2015,,,
Migrant,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,<25,<25,50.0,<25,100.0,2015,,,
Not Migrant,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,454.0,444.0,432.0,899.0,<2575,<1300,50.9,<175,13.3,2015,,,
Missing Migrant,"=""057914""",Mesquite ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""13""","=""0""",,"=""0""",,2015,,,
All Students,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,535.0,504.0,485.0,1039.0,"=""2114""","=""1176""",55.6,"=""452""",38.4,2015,,,
African American,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,456.0,425.0,412.0,881.0,"=""466""","=""249""",53.4,"=""26""",10.4,2015,,,
American Indian,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,555.0,545.0,525.0,1100.0,<25,<25,40.0,<25,50.0,2015,,,
Asian,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,568.0,504.0,492.0,1072.0,"=""168""","=""113""",67.3,"=""57""",50.4,2015,,,
Hispanic,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,499.0,464.0,440.0,963.0,"=""648""","=""245""",37.8,"=""46""",18.8,2015,,,
Pacific Islander,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,455.0,495.0,430.0,950.0,<25,<25,66.7,<25,50.0,2015,,,
White,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,580.0,558.0,537.0,1138.0,"=""777""","=""540""",69.5,"=""312""",57.8,2015,,,
Multiracial,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,546.0,524.0,494.0,1071.0,"=""47""","=""25""",53.2,"=""9""",36.0,2015,,,
Missing Ethnicity,"=""057916""",Richardson ISD,"=""057""",Dallas County,"=""10""",Richardson,,,,,"=""0""","=""0""",,"=""0""",,2015,,,
