Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay,Year
10,DALLAS COUNTY,57912.0,IRVING ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,CERTIFIED INTERPRETER,8.49,392719,46257,2015-2016
10,DALLAS COUNTY,57912.0,IRVING ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,437.36,8875568,20294,2015-2016
10,DALLAS COUNTY,57912.0,IRVING ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,445.85,9268287,20788,2015-2016
10,DALLAS COUNTY,57912.0,IRVING ISD,TRADITIONAL ISD/CSD,AUXILIARY,AUXILIARY,707.86,19103397,26987,2015-2016
10,DALLAS COUNTY,57912.0,IRVING ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,4104.34,199763305,48671,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,EARLY EDUCATION,9.00,504296,56033,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,17.00,908283,53428,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,24.31,1343526,55275,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),26.74,1558958,58309,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),14.08,763004,54182,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,24.89,1319254,53006,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,NOT APPLICABLE,10.61,629484,59323,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,28.21,1555657,55141,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,30.68,1684419,54904,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,27.52,1538905,55921,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 4,27.75,1495926,53899,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 5,24.54,1316344,53638,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 6,25.13,1361458,54175,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 7,21.49,1141060,53101,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 8,19.80,1071307,54119,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADES 9-12,116.19,6542030,56307,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,447.93,24733911,55218,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,2.00,137695,68848,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COUNSELOR,12.77,868223,67969,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,4.00,284830,71211,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LIBRARIAN,2.14,155946,72773,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LSSP/PSYCHOLOGIST,2.00,128889,64445,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OCCUPATIONAL THERAPIST,1.00,77482,77482,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,3.00,242147,80716,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,24.39,1871230,76737,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SCHOOL NURSE,6.50,346836,53359,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,3.00,150284,50096,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TEACHER FACILITATOR,11.00,830817,75529,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TOTAL SUPPORT STAFF,71.80,5094379,70951,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,19.36,1490340,76966,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,3.00,378962,126321,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,1.00,121106,121106,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.00,128369,128369,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,8.00,797245,99656,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,PRINCIPAL,11.00,1008694,91699,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,236500,236500,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TEACHER SUPERVISOR,1.00,90373,90373,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,45.36,4251589,93722,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD, ,TOTAL PROFESSIONAL STAFF,565.10,34079879,60308,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,86.50,1880805,21743,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,86.50,1880805,21743,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY,AUXILIARY,186.89,5796967,31018,2015-2016
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,838.49,41757651,49801,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,23.50,1287764,54798,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,135.79,7374895,54310,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),4.00,209861,52465,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),145.24,8283902,57035,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),76.76,4177064,54420,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,225.94,12775455,56543,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,NOT APPLICABLE,0.45,25725,57002,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,169.09,9039983,53463,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,178.83,9603671,53703,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,180.74,9690168,53615,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 4,185.19,9926487,53601,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 5,161.68,8704975,53841,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 6,148.82,8045525,54062,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 7,132.35,7085802,53539,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 8,111.30,5976829,53702,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADES 9-12,731.76,41919710,57286,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,2611.44,144127816,55191,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,3.35,193403,57731,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,AUDIOLOGIST,2.00,142706,71353,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COUNSELOR,86.00,5593024,65035,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,DEPARTMENT HEAD,3.37,190882,56600,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,32.45,2131097,65675,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LIBRARIAN,50.88,2995863,58880,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OCCUPATIONAL THERAPIST,3.00,205771,68590,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ORIENTATN/MOBILITY SPEC (COMS),1.00,57441,57441,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,44.29,2662632,60114,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,73.64,5369124,72909,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,PHYSICAL THERAPIST,3.00,200295,66765,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SCHOOL NURSE,49.00,2653773,54159,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SOCIAL WORKER,5.50,340223,61859,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,38.40,2150130,55993,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TEACHER FACILITATOR,71.74,4400735,61340,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,WORK-BASED LEARNING SITE COOR,1.54,96817,62754,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TOTAL SUPPORT STAFF,469.17,29383916,62629,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,80.00,5567153,69589,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,5.00,810608,162122,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,5.85,607734,103952,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,3.00,307826,102609,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,10.00,1066598,106660,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,PRINCIPAL,48.00,4411033,91897,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,280000,280000,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TEACHER SUPERVISOR,20.00,1585105,79255,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,172.85,14636057,84677,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD, ,TOTAL PROFESSIONAL STAFF,3253.46,188147789,57830,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,CERTIFIED INTERPRETER,9.99,333166,33352,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,478.15,8663772,18119,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,488.14,8996938,18431,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD,AUXILIARY,AUXILIARY,1417.24,31930476,22530,2015-2016
10,DALLAS COUNTY,57914.0,MESQUITE ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,5158.84,229075203,44404,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,35.56,1947474,54760,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,198.88,10583960,53219,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN/ELEMENTARY (K-6),20.40,1171019,57408,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),54.48,2965296,54427,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),101.31,5388735,53190,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,177.60,9599297,54049,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,184.93,9669779,52290,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,194.50,10224592,52569,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,194.73,10151398,52130,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 4,192.90,10113678,52428,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 5,155.84,8224961,52777,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 6,140.32,7466756,53213,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 7,119.90,6223815,51909,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 8,125.34,6529934,52098,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADES 9-12,679.15,36545404,53810,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,2575.85,136806098,53111,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,2.53,139384,55092,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,AUDIOLOGIST,1.00,76549,76549,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COUNSELOR,104.95,6567391,62577,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,18.46,1184969,64192,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LIBRARIAN,49.36,2746462,55647,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LSSP/PSYCHOLOGIST,26.22,1510410,57611,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,43.57,2269284,52084,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,135.75,10519435,77493,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SCHOOL NURSE,71.38,3876356,54302,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,59.10,3476617,58826,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TEACHER FACILITATOR,207.95,11575841,55665,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TOTAL SUPPORT STAFF,720.27,43942698,61009,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,76.21,5563800,73008,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,7.00,1171460,167351,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,3.11,366248,117901,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,4.81,555526,115427,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,47.50,4087148,86045,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,PRINCIPAL,54.49,5247856,96315,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,286443,286443,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TAX ASSESSOR AND/OR COLLECTOR,1.00,95369,95369,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,195.11,17373850,89045,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD, ,TOTAL PROFESSIONAL STAFF,3491.23,198122646,56749,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,321.70,6783103,21085,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,321.70,6783103,21085,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD,AUXILIARY,AUXILIARY,1186.98,28965854,24403,2015-2016
10,DALLAS COUNTY,57916.0,RICHARDSON ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,4999.92,233871603,46775,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,0.58,31632,54698,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,7.82,435042,55650,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),1.35,77735,57433,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),3.73,208901,56033,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,1.46,76308,52209,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,7.09,370318,52265,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,6.32,347021,54874,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,7.25,400605,55252,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 4,8.22,434393,52835,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 5,6.44,359333,55757,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 6,6.27,337064,53744,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 7,6.39,351835,55073,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 8,4.67,264621,56646,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADES 9-12,41.19,2333199,56643,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,108.79,6028007,55411,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,0.05,2740,57563,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COUNSELOR,4.00,267654,66914,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,DEPARTMENT HEAD,3.06,174935,57256,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,0.83,53827,64595,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LIBRARIAN,1.00,69207,69207,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHER CAMP PROF PERSONNEL,3.08,186454,60545,2015-2016
10,DALLAS COUNTY,57919.0,SUNNYVALE ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHR NON-INSTR DISTRICT,4.55,216032,47487,2015-2016
